"","Year","Area","Street","Street.2"
"362",2011,"Birmingham"," Mulberryì Courtì Carpark Ì Kingsì Rd."," Mulberry Court Carpark  Kings Road  Kingstanding  Birmingham"
"363",2011,"Birmingham","Newhallì Walkì Carì Park","newhall walk car park"
"364",2011,"Birmingham","Newhallì Walkì Carì Park","newhall walk car park"
"365",2011,"Birmingham","O Sì H A","O S H A"
"366",2011,"Birmingham","O Sì Littenì Tree","O s Litten Tree"
"367",2011,"Birmingham"," O Sì Littenì Tree Ì S Cì Townì Centre"," O S Litten Tree  S C Town Centre"
"368",2011,"Birmingham"," O Sì Moomooì Bar Ì S Cì Townì Centre"," O S MooMoo Bar  S c Town Centre"
"369",2011,"Birmingham"," O Sì Moomooì Bar Ì Southì Parade"," o s moomoo bar  South parade"
"370",2011,"Birmingham","O Sì Retro","o s retro"
"371",2011,"Birmingham"," O Sì Retroì  Ì Southì Parade"," O S Retro   South parade"
"372",2011,"Birmingham","O Sì Retros","O S Retros"
"373",2011,"Birmingham"," O Sì Rd."," O S Royal Hotel  Lichfield Road"
"374",2011,"Birmingham","O Sì Templeì Bar","o s temple bar"
"375",2011,"Birmingham","O Sì Templeì Bar","O S Temple Bar"
"376",2011,"Birmingham"," O Sì Templeì Bar Ì Highì Str."," O S Temple Bar  High Street"
"377",2011,"Birmingham"," O Sì Templeì Bar Ì Lowerì Paradeì Suttonì Coldfield "," O s Temple Bar  Lower Parade Sutton Coldfield "
"378",2011,"Birmingham"," O Sì Templeì Bar Ì S Cì Townì Centre"," O S Temple Bar  S C Town Centre"
"379",2011,"Birmingham"," O Sì Templeì Bar Ì Suttonì Coldfield Ì Westì Milands"," o s temple bar  sutton coldfield  west milands"
"380",2011,"Birmingham","O Sì Theì Hairyì Lemon","o s the hairy lemon"
"381",2011,"Birmingham","Onì Pavementì Outsideì Theì Rd.","On pavement outside The Royal Hotel"
"382",2011,"Birmingham"," Ourtsideì Rd."," Ourtside Royal Pub  Lichfield Road  Sutton Coldfield"
"383",2011,"Birmingham"," Outsideì Glendaleì Tower Ì Lyndhurstì Estate"," outside Glendale Tower  Lyndhurst Estate"
"384",2011,"Birmingham"," Outsideì Littenì Treeì Pub Ì Birminghamì Rd."," Outside Litten Tree pub  Birmingham Road  Sutton Coldfield "
"385",2011,"Birmingham"," Outsideì Mooì Mooì Club Ì Townì Centre Ì Suttonì Coldfield"," Outside Moo Moo Club  Town Centre  Sutton Coldfield"
"386",2011,"Birmingham"," Outsideì Mooì Mooì Nightì Club Ì Southì Parade"," Outside Moo Moo night club  South Parade"
"387",2011,"Birmingham"," Outsideì Templeì Parade Ì Lowerì Parade"," Outside Temple Parade  Lower Parade"
"388",2011,"Birmingham"," Outsideì Theì Templeì Bar Ì Lowerì Parade Ì Sc"," Outside the Temple Bar  Lower Parade  SC"
"389",2011,"Birmingham","Paradeì  Ì Suttonì Coldfield","PARADE   SUTTON COLDFIELD"
"390",2011,"Birmingham","Paradeì Sc","parade SC"
"391",2011,"Birmingham","Paradeì Suttonì Coldfield","parade sutton coldfield"
"392",2011,"Birmingham","Paradeì Suttonì Coldfield","parade sutton coldfield"
"393",2011,"Birmingham","Paradeì Suttonì Coldfield","PARADE SUTTON COLDFIELD"
"394",2011,"Birmingham","Paradeì Suttonì Town","parade sutton town"
"395",2011,"Birmingham"," Parade Ì Suttonì Coldfield"," Parade  Sutton Coldfield"
"396",2011,"Birmingham"," Parade Ì Suttonì Coldfield"," Parade  Sutton Coldfield"
"397",2011,"Birmingham"," Parade Ì Suttonì Townì Centre"," Parade  Sutton Town Centre"
"398",2011,"Birmingham"," Parkestonì Crescent Ì Kinsgatnding Ì B Ham"," Parkeston Crescent  Kinsgatnding  B ham"
"399",2011,"Birmingham","Plantsì Groveì Erdington","PLANTS GROVE ERDINGTON"
"400",2011,"Birmingham"," Pypeì Hayesì Rd."," Pype Hayes Road  Pype Hayes  B ham"
"401",2011,"Birmingham"," Pypeì Hayesì Rd."," Pype Hayes Road  Pype Hayes  B ham"
"402",2011,"Birmingham"," Pypeì Hayesì Rd."," Pype Hayes Road  Pype Hayes  B ham"
"403",2011,"Birmingham","Queenì Str.","queen street"
"404",2011,"Birmingham","Queenì Str.","queen street"
"405",2011,"Birmingham","Queenì Str.","queen street"
"406",2011,"Birmingham","Queenì Str.","queen street"
"407",2011,"Birmingham","Queenì Str.","Queen Street Sutton Coldfield Town centre"
"408",2011,"Birmingham","Queslettì Rd.","Queslett Road East"
"409",2011,"Birmingham","Redacreì Rdì Boldmere","REDACRE RD BOLDMERE"
"410",2011,"Birmingham","Reservoirì Rd.","RESERVOIR ROAD"
"411",2011,"Birmingham","Ridgeway",""
"412",2011,"Birmingham"," Sladeì Rd."," Slade Road  Erdington  B ham"
"413",2011,"Birmingham"," Sladeì Rd."," Slade Road  Erdington  B ham"
"414",2011,"Birmingham"," Sothì Parade Ì Suttonì Coldfield"," Soth parade  Sutton Coldfield"
"415",2011,"Birmingham"," Sothì Parade Ì Suttonì Coldfield"," Soth parade  Sutton Coldfield"
"416",2011,"Birmingham","Southì Parade","south parade"
"417",2011,"Birmingham","Southì Parade","SOUTH PARADE"
"418",2011,"Birmingham","Southì Parade","SOUTH PARADE"
"419",2011,"Birmingham","Southì Parade","South Parade"
"420",2011,"Birmingham","Southì Parade","South Parade"
"421",2011,"Birmingham","Southì Parade","South Parade"
"422",2011,"Birmingham","Southì Parade","South Parade"
"423",2011,"Birmingham","Southì Parade","SOUTH PARADE"
"424",2011,"Birmingham","Southì Parade","South Parade"
"425",2011,"Birmingham","Southì Parade","south parade"
"426",2011,"Birmingham","Southì Parade","south parade"
"427",2011,"Birmingham","Southì Parade","South Parade"
"428",2011,"Birmingham"," Southì Paradeì Åäìýå Ì Townì Centre Ì Suttonì Coldfield"," South Parade åäÌÝå  town centre  Sutton Coldfield"
"429",2011,"Birmingham","Southì Paradeì Suttonì Coldfield","South Parade Sutton Coldfield"
"430",2011,"Birmingham","Southì Paradeì Suttonì Coldfield","South parade Sutton Coldfield"
"431",2011,"Birmingham","Southì Paradeì Suttonì Townì Centre","South Parade Sutton Town centre"
"432",2011,"Birmingham"," Southì Parade Ì Suttonì Coldfield"," South Parade  Sutton Coldfield"
"433",2011,"Birmingham"," Southì Parade Ì Suttonì Coldfield"," South Parade  Sutton Coldfield"
"434",2011,"Birmingham"," Southì Parade Ì Suttonì Coldfield"," South parade  Sutton Coldfield"
"435",2011,"Birmingham"," Southì Parade Ì Suttonì Coldfield"," South Parade  Sutton Coldfield"
"436",2011,"Birmingham"," Southì Parade Ì Suttonì Coldfield"," South parade  Sutton Coldfield"
"437",2011,"Birmingham"," Southì Parade Ì Suttonì Coldfield"," South Parade  Sutton Coldfield"
"438",2011,"Birmingham"," Southì Parade Ì Suttonì Coldfield"," South parade  Sutton Coldfield"
"439",2011,"Birmingham"," Southì Parade Ì Suttonì Coldfield"," South Parade  Sutton Coldfield"
"440",2011,"Birmingham"," Southì Parade Ì Suttonì Coldfield"," South Parade  Sutton Coldfield"
"441",2011,"Birmingham"," Southì Parade Ì Suttonì Coldfield"," South Parade  Sutton Coldfield"
"442",2011,"Birmingham"," Southì Parade Ì Suttonì Coldfield"," South parade  Sutton Coldfield"
"443",2011,"Birmingham"," Southì Parade Ì Suttonì Townì Centre"," South parade  Sutton Town Centre"
"444",2011,"Birmingham"," Southì Parade Ì Townì Centre Ì Suttonì Coldfield"," South Parade  Town Centre  Sutton Coldfield"
"445",2011,"Birmingham","Str.","STORNAWAY ROAD CASTLE VALE"
"446",2011,"Birmingham","Str.","STREETLEY ROAD ERDINGTON"
"447",2011,"Birmingham","Sumburghì Croft","sumburgh croft"
"448",2011,"Birmingham","Suttonì Coldfieldì Townì Centre","Sutton Coldfield Town Centre"
"449",2011,"Birmingham","Suttonì Coldfieldì Townì Centre","Sutton Coldfield Town Centre"
"450",2011,"Birmingham","Suttonì Newì Rd.","Sutton New Road"
"451",2011,"Birmingham","Suttonì Newì Rd.","Sutton New Road Erdington"
"452",2011,"Birmingham","Suttonì Newì Rd.","SUTTON NEW ROAD ERDINGTON"
"453",2011,"Birmingham","Suttonì Newì Rd.","SUTTON NEW ROAD ERDINGTON"
"454",2011,"Birmingham"," Suttonì Newì Rd."," Sutton New Road  Erdington  B ham"
"455",2011,"Birmingham","Suttonì Parade","Sutton Parade"
"456",2011,"Birmingham","Suttonì Parade","SUTTON PARADE"
"457",2011,"Birmingham","Suttonì Parade","Sutton Parade"
"458",2011,"Birmingham","Suttonì Townì Centre","Sutton Town centre"
"459",2011,"Birmingham","Suttonì Townì Centre","sutton town centre"
"460",2011,"Birmingham","Suttonì Townì Centre","sutton town centre"
"461",2011,"Birmingham","Suttonì Townì Centre","sutton town centre"
"462",2011,"Birmingham","Suttonì Townì Centre","Sutton Town Centre"
"463",2011,"Birmingham","Tedburyì Crescent","tedbury crescent"
"464",2011,"Birmingham"," Tesco Sì Express Ì Walsallì Rd."," Tesco s Express  Walsall Road  Four Oaks  Sutton Coldfield"
"465",2011,"Birmingham","Theì Parade","The Parade"
"466",2011,"Birmingham","Theì Parade","The Parade"
"467",2011,"Birmingham","Theì Parade","The Parade"
"468",2011,"Birmingham","Theì Paradeì Sutton","the parade sutton"
"469",2011,"Birmingham","Theì Paradeì Suttonì Coldfield","THE PARADE SUTTON COLDFIELD"
"470",2011,"Birmingham"," Theì Parade Ì Birminghamì Rd."," The Parade  Birmingham Road  Sutton Coldfield"
"471",2011,"Birmingham"," Theì Parade Ì Suttonì Coldfield"," The Parade  Sutton Coldfield"
"472",2011,"Birmingham"," Theì Parade Ì Suttonì Coldfield"," The Parade  Sutton Coldfield"
"473",2011,"Birmingham"," Theì Parade Ì Suttonì Coldfield"," The Parade  Sutton Coldfield"
"474",2011,"Birmingham"," Theì Parade Ì Suttonì Coldfield"," The Parade  Sutton Coldfield"
"475",2011,"Birmingham"," Theì Parade Ì Suttonì Coldfield"," The Parade  Sutton Coldfield"
"476",2011,"Birmingham"," Theì Parade Ì Suttonì Coldfield"," The Parade  Sutton Coldfield"
"477",2011,"Birmingham"," Theì Parade Ì Suttonì Townì Centre"," The Parade  Sutton Town Centre"
"478",2011,"Birmingham","Theì Parade    ","the parade    "
"479",2011,"Birmingham","Theì Ridgeway","THE RIDGEWAY"
"480",2011,"Birmingham","Theì Ridgeway","The Ridgeway"
"481",2011,"Birmingham","Theì Ridgeway","The Ridgeway"
"482",2011,"Birmingham","Theì Swanì Ph","The Swan PH"
"483",2011,"Birmingham","Turnhouseì Rd.","turnhouse road"
"484",2011,"Birmingham","Upperì Hollandì Rd.","Upper Holland Road"
"485",2011,"Birmingham","Victoriaì Rd","Victoria Rd"
"486",2011,"Birmingham","Victoriaì Rd","Victoria Rd"
"487",2011,"Birmingham","Victoriaì Rd","victoria rd"
"488",2011,"Birmingham"," Walshì Drive Ì Walmley Ì Suttonì Coldfield"," Walsh Drive  Walmley  Sutton Coldfield"
"489",2011,"Birmingham","Warrenì Farmì Rd","Warren Farm Rd"
"490",2011,"Birmingham","Warrenì Farmì Rd.","Warren Farm Road"
"491",2011,"Birmingham","Whitehouseì Commonì Rd","whitehouse common rd"
"492",2011,"Birmingham","Wiltonì Rd","wilton Rd"
"493",2011,"Birmingham"," Windsorì House Ì Jarvisì Rd."," Windsor House  Jarvis Road  Erdington"
"494",2011,"Birmingham","Wittonì Lodgeì Rd.","Witton Lodge Road"
"495",2011,"Birmingham"," Wittonì Lodgeì Rd."," Witton lodge Road  erdington"
"496",2011,"Birmingham","Yorkì Rd.","York Road"
"497",2011,"Birmingham","Abdonì Ave.","Abdon Ave"
"498",2011,"Birmingham","Alcesterì Rd.","Alcester Road South"
"499",2011,"Birmingham","Alvechurchì Rd","alvechurch rd"
"500",2011,"Birmingham","Ardenì Rd.","arden road"
"501",2011,"Birmingham","Ardencoteì Froad","ardencote froad"
"502",2011,"Birmingham","Ashleyì Close","Ashley Close"
"503",2011,"Birmingham","Baltiì Spiceì Bristolì Rdì South","balti spice Bristol rd South"
"504",2011,"Birmingham","Barnesì Hill","Barnes Hill"
"505",2011,"Birmingham","Barrowì House","Barrow House"
"506",2011,"Birmingham","Bellì Str.","Bell Street"
"507",2011,"Birmingham","Birminghamì Newì Str.","Birmingham New Street"
"508",2011,"Birmingham","Birminghamì Newì Str.","Birmingham New Street"
"509",2011,"Birmingham","Birminghamì Newì Str.","Birmingham New Street"
"510",2011,"Birmingham"," Birminghamì Str."," Birmingham Street  Oldbury"
"511",2011,"Birmingham","Blandfordì Rd.","Blandford Road"
"512",2011,"Birmingham","Bournbrookì Rd.","Bournbrook Road"
"513",2011,"Birmingham","Bournvilleì Frontì Office","Bournville Front Office"
"514",2011,"Birmingham","Bournvilleì Frontì Office","bournville front office"
"515",2011,"Birmingham","Bournvilleì Ln.","bournville lane"
"516",2011,"Birmingham","Bournvilleì Ln.","Bournville Lane"
"517",2011,"Birmingham","Bournvilleì Ln.","Bournville lane front office"
"518",2011,"Birmingham","Bowlingì Greenì Rd.","bowling green road"
"519",2011,"Birmingham","Bristolì Rd","Bristol Rd"
"520",2011,"Birmingham","Bristolì Rd","bristol rd"
"521",2011,"Birmingham","Bristolì Rd","bristol rd"
"522",2011,"Birmingham","Bristolì Rd","bristol rd"
"523",2011,"Birmingham","Bristolì Rdì Sellyì Oak","bristol rd selly oak"
"524",2011,"Birmingham","Bristolì Rdì South","bristol rd south"
"525",2011,"Birmingham","Bristolì Rdì South","bristol rd south"
"526",2011,"Birmingham","Bristolì Rdì Str.","bristol rd sth"
"527",2011,"Birmingham"," Bristolì Rd Ì Northfield"," Bristol Rd  Northfield"
"528",2011,"Birmingham"," Bristolì Rd Ì Sellyì Oak"," Bristol Rd  Selly Oak"
"529",2011,"Birmingham","Bristolì Rd.","Bristol Road"
"530",2011,"Birmingham","Bristolì Rd.","Bristol Road"
"531",2011,"Birmingham","Bristolì Rd.","Bristol Road"
"532",2011,"Birmingham","Bristolì Rd.","Bristol Road"
"533",2011,"Birmingham","Bristolì Rd.","Bristol Road"
"534",2011,"Birmingham","Bristolì Rd.","Bristol Road"
"535",2011,"Birmingham","Bristolì Rd.","bristol road"
"536",2011,"Birmingham","Bristolì Rd.","bristol road"
"537",2011,"Birmingham","Bristolì Rd.","Bristol Road"
"538",2011,"Birmingham","Bristolì Rd.","bristol road"
"539",2011,"Birmingham","Bristolì Rd.","bristol road"
"540",2011,"Birmingham","Bristolì Rd.","bristol road"
"541",2011,"Birmingham","Bristolì Rd.","bristol road"
"542",2011,"Birmingham","Bristolì Rd.","Bristol Road"
"543",2011,"Birmingham","Bristolì Rd.","Bristol Road Northfield"
"544",2011,"Birmingham","Bristolì Rd.","bristol road selly oak"
"545",2011,"Birmingham","Bristolì Rd.","Bristol Road selly Oak"
"546",2011,"Birmingham","Bristolì Rd.","bristol road selly oak"
"547",2011,"Birmingham"," Bristolì Rd."," Bristol Road South  Northfield"
"548",2011,"Birmingham"," Bristolì Rd."," Bristol Road South  Selly Oak"
"549",2011,"Birmingham"," Bristolì Rd."," Bristol Road  Selly Oak"
"550",2011,"Birmingham"," Bristolì Rd."," Bristol Road  Selly Oak"
"551",2011,"Birmingham"," Bristolì Rd."," Bristol Road  Selly Oak"
"552",2011,"Birmingham","Broadì Str.","broad street"
"553",2011,"Birmingham","Broadì Str.","broad street"
"554",2011,"Birmingham","Broadì Str.","broad street"
"555",2011,"Birmingham"," Broadì Str."," Broad Street  City Centre"
"556",2011,"Birmingham"," Broadì Str."," Broad Street  City Centre"
"557",2011,"Birmingham","Brookì Ln.","Brook lane"
"558",2011,"Birmingham","Bunburryì Rd.","bunburry road"
"559",2011,"Birmingham","Bunburryì Rd.","bunburry road"
"560",2011,"Birmingham"," Burnhillì Groveì  Weoleyì Castleì  Birmingham "," Burnhill Grove  Weoley Castle  Birmingham "
"561",2011,"Birmingham","Carì Parkì Ofì Bournvilleì Ln.","Car Park of Bournville lane P Stn"
"562",2011,"Birmingham"," Chinbrookì Rd."," chinbrook road  billsley"
"563",2011,"Birmingham","Churchì Hillì Nortthfield","church hill nortthfield"
"564",2011,"Birmingham","Churchì Rd.","Church Road"
"565",2011,"Birmingham"," Comptonì Rd."," Compton Road  Cradley Heath"
"566",2011,"Birmingham"," Costcutters Ì Ardernì Rd."," Costcutters  Ardern Road"
"567",2011,"Birmingham","Dawberryì Rd.","dawberry road"
"568",2011,"Birmingham","Dawlishì Rd.","Dawlish Road"
"569",2011,"Birmingham","Dingleì Club","dingle club"
"570",2011,"Birmingham","Doddingtonì Rd.","doddington road"
"571",2011,"Birmingham","Dogì Kennelì Ln.","Dog Kennel Lane"
"572",2011,"Birmingham","Dogì Poolì Ln.","dog pool lane"
"573",2011,"Birmingham","Downfieldì Drive","downfield drive"
"574",2011,"Birmingham","Dudleyì Busì Str.","Dudley bus station"
"575",2011,"Birmingham","Dwellingsì Ln.","Dwellings Lane"
"576",2011,"Birmingham","Eafo",""
"577",2011,"Birmingham","Edgbastonì Cricketì Ground","Edgbaston Cricket Ground"
"578",2011,"Birmingham","Edgbastonì Parkì Rd.","edgbaston park road"
"579",2011,"Birmingham","Exeterì Rdì  Ì Hubertì Rd","Exeter Rd   Hubert Rd"
"580",2011,"Birmingham","Fordhouseì Ln.","fordhouse lane"
"581",2011,"Birmingham"," Fourì Acresì  Quinton "," Four ACres  Quinton "
"582",2011,"Birmingham"," Frogmillì Rd."," Frogmill Road  Frankley"
"583",2011,"Birmingham","Gennersì Ln.","genners lane"
"584",2011,"Birmingham","Glastonburyì Rd.","Glastonbury Road"
"585",2011,"Birmingham","Greatì Parkì Rubery","great park rubery"
"586",2011,"Birmingham","Griffinsì Brookì Ln.","Griffins Brook Lane"
"587",2011,"Birmingham","Grosvenorì Shoppingì Centre","Grosvenor Shopping Centre"
"588",2011,"Birmingham","Hagleyì Rd.","hagley Road"
"589",2011,"Birmingham","Hagleyì Rd.","hagley road"
"590",2011,"Birmingham","Hagleyì Rd.","hagley road"
"591",2011,"Birmingham","Hagleyì Rd.","Hagley Road"
"592",2011,"Birmingham","Hagleyì Rd.","hagley road"
"593",2011,"Birmingham","Hagleyì Rd.","Hagley Road"
"594",2011,"Birmingham","Hagleyì Rd.","Hagley Road"
"595",2011,"Birmingham","Hagleyì Rd.","Hagley Road"
"596",2011,"Birmingham","Hagleyì Rd.","Hagley Road"
"597",2011,"Birmingham"," Hagleyì Rd."," Hagley Road  Edgbaston"
"598",2011,"Birmingham"," Hagleyì Rd."," Hagley Road  Eedgbaston"
"599",2011,"Birmingham","Harborneì Cricketì Club","Harborne Cricket club"
"600",2011,"Birmingham","Harborneì Highì Str.","Harborne high st"
"601",2011,"Birmingham","Harborneì Highì Str.","Harborne High Street"
"602",2011,"Birmingham","Harborneì Highì Str.","Harborne High Street"
"603",2011,"Birmingham","Harborneì Highì Str.","Harborne High street"
"604",2011,"Birmingham","Harborneì Parkì Rd.","Harborne Park Road"
"605",2011,"Birmingham","Harborneì Policeì Str.","Harborne Police Station"
"606",2011,"Birmingham","Harbourneì Cricketì Club","Harbourne cricket club"
"607",2011,"Birmingham","Hawkesleyì End","Hawkesley End"
"608",2011,"Birmingham","Hawkesleyì Square","Hawkesley Square"
"609",2011,"Birmingham","Hazelwellì Str.","Hazelwell Street"
"610",2011,"Birmingham","Heathmillì Ln.","heathmill lane digbeth"
"611",2011,"Birmingham","Heronsì Wood","herons wood"
"612",2011,"Birmingham","Highì Str.","High St"
"613",2011,"Birmingham","Highì Str.","High St Harborne"
"614",2011,"Birmingham","Highì Str.","high st harborne"
"615",2011,"Birmingham","Highì Str.","high st northfield"
"616",2011,"Birmingham","Highì Str.","High Street harborne"
"617",2011,"Birmingham","Highì Str.","High Street Harborne"
"618",2011,"Birmingham","Highì Str.","high street harborne"
"619",2011,"Birmingham","Highì Str.","high street harborne"
"620",2011,"Birmingham","Highì Str.","high street harbourne"
"621",2011,"Birmingham"," Highì Str."," High Street  Harborne"
"622",2011,"Birmingham"," Highì Str."," High Street  Harborne"
"623",2011,"Birmingham","Highfdieldì Ln.","Highfdield Lane"
"624",2011,"Birmingham","Highfieldì Ln.","highfield lane"
"625",2011,"Birmingham"," Highfieldì Ln."," Highfield Lane  Quinton"
